Line output v1.0 
Length: 21 
0.03
12360.46055975455 0.0 0
12426.340637898393 0.9480901788810032 0.0
12622.756443353892 1.796381391564006 0.0
12892.618943282678 2.5448736380490087 0.0
13185.408665421755 3.193566918336011 0.0
13472.21428335773 3.7424612324250126 0.0
13739.117175657395 4.191556580316014 0.0
13963.737369932993 4.540852962009016 0.0
14134.627857399426 4.790350377504016 0.0
14240.79484495595 4.940048826801017 0.0
14276.62087885427 4.989948309900017 0.0
14242.881181294413 4.940048826801017 0.0
14139.784708574836 4.790350377504016 0.0
13971.011963774446 4.540852962009016 0.0
13748.550373860777 4.191556580316014 0.0
13483.645585845576 3.7424612324250126 0.0
13191.726142476988 3.193566918336011 0.0
12912.402461944886 2.5448736380490087 0.0
12648.293235475598 1.796381391564006 0.0
12443.22386253563 0.9480901788810032 0.0
12377.447963184368 -0.0 0
0.04
4075.109382860924 0.0 0
4076.6110811430626 0.9466109321339986 0.0
4064.316547865204 1.793578608253892 0.0
4041.131665556192 2.5409030283596805 0.0
4010.9461852702602 3.188584192451364 0.0
3977.814150689892 3.7366221005289417 0.0
3942.8539232943117 4.185016752592414 0.0
3910.5923521202794 4.533768148641783 0.0
3883.9246331424633 4.782876288677045 0.0
3865.2826813683196 4.932341172698203 0.0
3859.050054254659 4.982162800705256 0.0
3865.4742940802103 4.932341172698203 0.0
3882.3895473858615 4.782876288677045 0.0
3908.14832294982 4.533768148641783 0.0
3939.1440201150435 4.185016752592414 0.0
3973.1661263079386 3.7366221005289417 0.0
4006.5394420278026 3.188584192451364 0.0
4032.804791355349 2.5409030283596805 0.0
4055.2044926306717 1.793578608253892 0.0
4067.8104478838445 0.9466109321339986 0.0
4067.1011846293895 -0.0 0
0.05
425.15564720935714 0.0 0
423.51896490850146 0.9447169512204696 0.0
416.6518957544553 1.7899900128387845 0.0
402.1969036531444 2.5358191848549447 0.0
382.6726465239472 3.1822044672689502 0.0
360.49837884630136 3.729145860080801 0.0
337.03601229589964 4.176643363290498 0.0
315.22722770293944 4.5246969768980385 0.0
297.0763652443143 4.773306700903425 0.0
285.0052946227074 4.922472535306658 0.0
280.61637242695525 4.972194480107735 0.0
283.30773411219474 4.922472535306658 0.0
293.07532017694285 4.773306700903425 0.0
309.9180529547277 4.5246969768980385 0.0
331.63470583553953 4.176643363290498 0.0
355.69887873709956 3.729145860080801 0.0
378.72698833239883 3.1822044672689502 0.0
396.4837193011545 2.5358191848549447 0.0
410.26092707030045 1.7899900128387845 0.0
418.1700983359914 0.9447169512204696 0.0
419.9524598761076 -0.0 0
0.06
-286.34680240691154 0.0 0
-289.19049946914373 0.9424141263362372 0.0
-300.82328809512694 1.7856267656897125 0.0
-318.52779529690065 2.529637918060426 0.0
-338.33237982601094 3.174447583448378 0.0
-357.77560336226014 3.720055761853568 0.0
-376.22421817000225 4.1664624532759955 0.0
-391.81154970470016 4.513667657715662 0.0
-403.7147027202201 4.761671375172567 0.0
-411.0910613886331 4.910473605646709 0.0
-413.34831253826377 4.9600743491380905 0.0
-410.99863820570505 4.910473605646709 0.0
-404.11795973411114 4.761671375172567 0.0
-392.4883197366455 4.513667657715662 0.0
-377.1166646767355 4.1664624532759955 0.0
-358.73546080864236 3.720055761853568 0.0
-338.87474089640114 3.174447583448378 0.0
-321.1601018234716 2.529637918060426 0.0
-304.2395990900458 1.7856267656897125 0.0
-291.8799495947736 0.9424141263362372 0.0
-288.8286257744961 -0.0 0
0.07
-182.7919337451768 0.0 0
-183.741938614475 0.9397096116666139 0.0
-188.33832160806477 1.7805024221051633 0.0
-194.8366777231923 2.522378431315648 0.0
-201.32012330193777 3.1653376392980683 0.0
-206.88186413523403 3.7093800460524236 0.0
-211.70366125751977 4.154505651578714 0.0
-215.3274923266178 4.500714455876941 0.0
-217.75553172144876 4.748006458947102 0.0
-219.05577740220744 4.896381660789199 0.0
-219.30380612966474 4.945840061403231 0.0
-218.82921384975404 4.896381660789199 0.0
-217.56590159775058 4.748006458947102 0.0
-215.1694781507388 4.500714455876941 0.0
-211.74433723814087 4.154505651578714 0.0
-207.08821822304745 3.7093800460524236 0.0
-201.47855268282638 3.1653376392980683 0.0
-196.31365793595032 2.522378431315648 0.0
-190.3626725017078 1.7805024221051633 0.0
-185.51970774758 0.9397096116666139 0.0
-184.4211663671717 -0.0 0
0.08
-81.26472637668341 0.0 0
-81.86406193917904 0.9366117986942375 0.0
-85.21296966331145 1.7746328817364498 0.0
-89.36792196325882 2.5140632491266377 0.0
-92.96041259732868 3.1549029008648 0.0
-95.54996277005382 3.6971518369509377 0.0
-97.53766885443797 4.14081005738505 0.0
-98.75873836035275 4.485877562167138 0.0
-99.3532120921156 4.7323543512972 0.0
-99.55893206084765 4.880240424775238 0.0
-99.50011800423371 4.92953578260125 0.0
-99.36589726241006 4.880240424775238 0.0
-99.09843243898835 4.7323543512972 0.0
-98.4539578885377 4.485877562167138 0.0
-97.40668051148592 4.14081005738505 0.0
-95.57809891305781 3.6971518369509377 0.0
-92.95502751506724 3.1549029008648 0.0
-90.40752778521852 2.5140632491266377 0.0
-86.6858321018005 1.7746328817364498 0.0
-83.21794827225422 0.9366117986942375 0.0
-82.47206700848514 -0.0 0
0.09
-51.989188635149205 0.0 0
-52.518513728292774 0.9331302849010221 0.0
-55.35448478911625 1.7680363292861472 0.0
-58.558204519370555 2.504718133155375 0.0
-61.09396480909871 3.143175696508706 0.0
-62.756320261416285 3.68340901934614 0.0
-63.97365759768906 4.125418101667677 0.0
-64.64085733072156 4.4692029434733165 0.0
-64.89123363866454 4.714763544763059 0.0
-64.93924754382121 4.862099905536905 0.0
-64.89175608775196 4.911212025794853 0.0
-64.87006523528382 4.862099905536905 0.0
-64.79864993098593 4.714763544763059 0.0
-64.49949187494354 4.4692029434733165 0.0
-63.952672180545996 4.125418101667677 0.0
-62.81922062994625 3.68340901934614 0.0
-61.05750115821652 3.143175696508706 0.0
-59.35166336395567 2.504718133155375 0.0
-56.49148882335455 1.7680363292861472 0.0
-53.56347537146452 0.9331302849010221 0.0
-52.895273384879545 -0.0 0
0.1
-55.61596792389205 0.0 0
-56.190540406213195 0.9292758379861425 0.0
-58.978506891699 1.7607331667105859 0.0
-61.9876159548135 2.4943719861733302 0.0
-64.34237829369903 3.130192296374375 0.0
-65.93010946974185 3.6681940973137204 0.0
-67.1435000508449 4.108377388991367 0.0
-67.86787290095147 4.450742171407314 0.0
-68.2113144625705 4.695288444561562 0.0
-68.34615019423133 4.842016208454111 0.0
-68.36138375246293 4.890925463084961 0.0
-68.345576574037 4.842016208454111 0.0
-68.21355444592542 4.695288444561562 0.0
-67.8275836477181 4.450742171407314 0.0
-67.18746435525571 4.108377388991367 0.0
-66.00936710633545 3.6681940973137204 0.0
-64.26767726101698 3.130192296374375 0.0
-62.60466126590666 2.4943719861733302 0.0
-59.876851514995224 1.7607331667105859 0.0
-56.99722695079936 0.9292758379861425 0.0
-56.28838539446213 -0.0 0
0.11
-65.24902792179056 0.0 0
-65.84834734114274 0.9250603557394181 0.0
-68.56045327058744 1.7527459371904763 0.0
-71.39029364216428 2.483056744353175 0.0
-73.59167744446904 3.1159927772275138 0.0
-75.10906548405688 3.6515540358134926 0.0
-76.29219502286851 4.089740520111111 0.0
-77.02430444178492 4.430552230120371 0.0
-77.40128468394624 4.67398916584127 0.0
-77.56765673485937 4.82005132727381 0.0
-77.61055082985786 4.86873871441799 0.0
-77.60097025456791 4.82005132727381 0.0
-77.4466398897313 4.67398916584127 0.0
-77.03241589298848 4.430552230120371 0.0
-76.36128913998951 4.089740520111111 0.0
-75.18667181292564 3.6515540358134926 0.0
-73.48761716164574 3.1159927772275138 0.0
-71.86846769144245 2.483056744353175 0.0
-69.2708074098173 1.7527459371904763 0.0
-66.46817808580833 0.9250603557394181 0.0
-65.73962040618127 -0.0 0
0.12
-73.87091414373948 0.0 0
-74.48560928149436 0.920496821726365 0.0
-77.13002240351173 1.7440992411657443 0.0
-79.82356430354537 2.4708072583181377 0.0
-81.91937682361285 3.1006208731835456 0.0
-83.39492431832677 3.6335400857619673 0.0
-84.55735907129393 4.069564896053404 0.0
-85.29167115062408 4.408695304057853 0.0
-85.68726293588692 4.650931309775318 0.0
-85.86833797164438 4.796272913205796 0.0
-85.92427795373564 4.84472011434929 0.0
-85.91470468946302 4.796272913205796 0.0
-85.74450760017304 4.650931309775318 0.0
-85.31505127504396 4.408695304057853 0.0
-84.62741695836745 4.069564896053404 0.0
-83.46169223709173 3.6335400857619673 0.0
-81.7944770684267 3.1006208731835456 0.0
-80.19559950616505 2.4708072583181377 0.0
-77.69607841803428 1.7440992411657443 0.0
-74.96346728628308 0.920496821726365 0.0
-74.22426368515956 -0.0 0
0.13
-81.01755748949628 0.0 0
-81.64322901078177 0.9155992569574843 0.0
-84.22854700804523 1.7348196447615494 0.0
-86.81907955139032 2.4576611634121948 0.0
-88.84518545871505 3.084123812909421 0.0
-90.30263157456001 3.614207593253228 0.0
-91.45846851457635 4.047912504443615 0.0
-92.2013300610319 4.385238546480584 0.0
-92.61601512126954 4.626185719364131 0.0
-92.8094182319328 4.770754023094261 0.0
-92.87364877690119 4.81894345767097 0.0
-92.86002447570141 4.770754023094261 0.0
-92.67294751714549 4.626185719364131 0.0
-92.22736518008611 4.385238546480584 0.0
-91.52190025252165 4.047912504443615 0.0
-90.3588161774843 3.614207593253228 0.0
-88.7098591291627 3.084123812909421 0.0
-87.11246714645597 2.4576611634121948 0.0
-84.68604822675726 1.7348196447615494 0.0
-82.01538382464709 0.9155992569574843 0.0
-81.26982708355541 -0.0 0
0.14
-87.30869743882499 0.0 0
-87.9448320444071 0.9103826677299531 0.0
-90.48563796155251 1.7249355809620164 0.0
-93.00714711136813 2.44365873969619 0.0
-94.99831178970678 3.0665521439324737 0.0
-96.46293701011197 3.5936157936708675 0.0
-97.63099922647193 4.024849688911372 0.0
-98.39521985657957 4.360253829653987 0.0
-98.8362956205597 4.59982821589871 0.0
-99.04562593143251 4.743572847645545 0.0
-99.11743942785581 4.79148772489449 0.0
-99.09649228840082 4.743572847645545 0.0
-98.88809738038302 4.59982821589871 0.0
-98.41891093341859 4.360253829653987 0.0
-97.68581165833533 4.024849688911372 0.0
-96.51080369117994 3.5936157936708675 0.0
-94.86044446878692 3.0665521439324737 0.0
-93.24273031555586 2.44365873969619 0.0
-90.86174719322625 1.7249355809620164 0.0
-88.23853537222234 0.9103826677299531 0.0
-87.48699380943278 -0.0 0
0.15
-93.09172975427673 0.0 0
-93.73805230940046 0.9048629898447663 0.0
-96.24507030693727 1.714477243916399 0.0
-98.72120316409112 2.428842762214899 0.0
-100.69995984618237 3.0479595447402654 0.0
-102.18670292798562 3.5718275914924984 0.0
-103.37773751525665 4.000446902471598 0.0
-104.17026027531575 4.333817477677565 0.0
-104.64121924800614 4.571939317110398 0.0
-104.86834188106481 4.714812420770098 0.0
-104.94744259916425 4.7624367886566645 0.0
-104.91778033294956 4.714812420770098 0.0
-104.68632906612687 4.571939317110398 0.0
-104.18987395398686 4.333817477677565 0.0
-103.4240342640945 4.000446902471598 0.0
-102.22858439884301 3.5718275914924984 0.0
-100.56502800477952 3.0479595447402654 0.0
-98.91401202569622 2.428842762214899 0.0
-96.55955337945102 1.714477243916399 0.0
-93.97320427027405 0.9048629898447663 0.0
-93.2158418845086 -0.0 0
0.16
-98.47925579241391 0.0 0
-99.13532818791457 0.8990570294164437 0.0
-101.61599912801141 1.7034764767890511 0.0
-104.06265216050465 2.4132583421178224 0.0
-106.04281780005807 3.028402625402758 0.0
-107.55941107019312 3.548909326643857 0.0
-108.77847669176057 3.9747784458411193 0.0
-109.60198735742068 4.306009982994547 0.0
-110.10345262701152 4.542603938104136 0.0
-110.34875160034724 4.684560311169891 0.0
-110.4348232686984 4.731879102191809 0.0
-110.3960977522276 4.684560311169891 0.0
-110.14165361249306 4.542603938104136 0.0
-109.61707328207683 4.306009982994547 0.0
-108.81696729429942 3.9747784458411193 0.0
-107.59711145470804 3.548909326643857 0.0
-105.91429273416605 3.028402625402758 0.0
-104.22338323371812 2.4132583421178224 0.0
-101.88316339365457 1.7034764767890511 0.0
-99.32644990273046 0.8990570294164437 0.0
-98.5636157644814 -0.0 0
0.17
-103.493753616546 0.0 0
-104.15891202333864 0.8929824005056395 0.0
-106.61800879868953 1.6919666535896325 0.0
-109.04539180888597 2.3969527592519797 0.0
-111.0347827952522 3.0079407174926804 0.0
-112.58428887623923 3.5249305283117347 0.0
-113.83289870884605 3.947922191709143 0.0
-114.68752585242369 4.276915707684905 0.0
-115.21848954385058 4.51191107623902 0.0
-115.48150511289212 4.65290829737149 0.0
-115.57419447165914 4.699907371082313 0.0
-115.52660110997137 4.65290829737149 0.0
-115.25018681169666 4.51191107623902 0.0
-114.69822157888984 4.276915707684905 0.0
-113.86444557430129 3.947922191709143 0.0
-112.61907549333428 3.5249305283117347 0.0
-110.91466966487712 3.0079407174926804 0.0
-109.18161363445356 2.3969527592519797 0.0
-106.84821258742976 1.6919666535896325 0.0
-104.31661193786617 0.8929824005056395 0.0
-103.54889833109524 -0.0 0
0.18
-108.13734957730959 0.0 0
-108.81078015451028 0.8866574598172976 0.0
